Order ID,Customer_ID,  Order Date,Category,Product Name,Qty,Unit Price,Country ,PaymentMethod,customer_email,Rating,Discount,Returned?
ORD1237,CUST293,2023/11/24,Beauty,Face Cream,3,165.32,USA,credit card,customer263@@mail.com,3,0.04,Yes
ORD1990,CUST121,invalid_date,ELECTRONICS,Webcam HD,6,9.99,France,  UPI  ,customer300@mail.com,2,0.07,No
ORD1215,CUST115,15/08/2023,electronics, Running Shoes,8,46.39,,NA,customer238@mail.com,5,0.46,
ORD1774,,10/07/2023,Electronics,Bluetooth Speaker,-5,179.88,Germany,,customer93@@mail.com,3,30%,
ORD1244,CUST130,invalid_date,Clothing,Denim Jacket,7,27.25,India,credit card,customer12@mail.com,2,,No
ORD1552,CUST205,13/05/2023,Beauty,Shampoo,7,Rs.44.48,  N/A  ,  PayPal  ,CUSTOMER56@MAIL.COM,1,0.21,Yes
ORD1889,CUST159,2023/01/05,beauty ,T-Shirt,6,91.4,N/A,PayPal,customer238@mail.com,4,0.49,Yes
ORD1796,CUST297,2023-12-08,Clothing,Face Cream,1,122.48,  U.S.A  ,Credit Card,customer227@mail.com,2,0.23,
ORD1668,cust97,20.02.2023,Home and Kitchen,Phone Case,6,130.99, France,Debit Card,customer204@mail.com,1,17%,Yes
ORD1621,CUST103,2023-09-16,Home & Kitchen,Smart Watch ,10,127.52,UK,NA,customer80@mail.com,3,45%,No
ORD1078,CUST123,13-Jan-2023,Electronics,Webcam HD,4,20.17, France,,customer198@mail.com,1,0.17,No
ORD1029,CUST156,24.06.2024,electronics,Bluetooth Speaker,10,42.38,India,Credit Card,customer162@mail.com,2,0.12,1
ORD1450,,2023/10/03,electronics,Headphones,10,85.6,United States,Credit Card,customer258@mail.com,5,18%,False
ORD1289,CUST269,06/10/2023,Books ,  Face Cream  ,10,45.34,France,,customer222@mail.com,3,6%,No
ORD1049,CUST4,2024-04-21,Clothing,USB-C Cable,1,29.04,Germany,,,4,0.46,No
ORD1867,CUST143,2023/01/08,  Beauty  ,T-Shirt,3,14.85,N/A,paypal,customer257@mail.com,1,0.22,No
ORD1664,CUST195,30/05/2023,Books , Running Shoes,4,181.56,U.S.A,COD,customer4@mail.com,4,43%,yes
ORD1949,CUST150,13.07.2023,  Electronics  ,Bluetooth Speaker,6,,unknown,upi,customer63@mail.com,2,0.2,1
ORD1165,CUST174,,Clothing,Denim Jacket,2,24.12,  UK  ,COD,customer226@mail.com,5,0.03,No
ORD1946,CUST114,06-16-2023,Home and Kitchen,,8,124.67,  INDIA  ,Credit Card,,1,0.46,No
ORD1178,CUST174,16-Aug-2023,Home and Kitchen,USB-C Cable,five,Rs.89.21,United States,PayPal,customer136@mail.com,4,0.07,No
ORD1694,CUST227,03-27-2024,Clothing,Denim Jacket,7,116.75, France,  NA  ,customer49@mail.com,5,0.41,No
ORD1065,CUST239,2024-11-23,Books,Wireless Mouse,-1,138.1,France,NA,customer74@mail.com,9,0.17,No
ORD1141,CUST133,05.06.2023,Electronics,T-Shirt,5,48.56,INDIA,Debit Card,customer206@mail.com,good,0.06,Yes
ORD1987,CUST300,2023/06/13,beauty ,Face Cream,4,78.51,UK,  COD  ,customer263@mail.com,3,0.05,No
ORD1351,CUST228,,Sports,Bluetooth Speaker,8,65.34,  United States  ,NA,customer78@mail.com,,0.14,Yes
ORD1863,CUST96,2024/07/10,Books,Notebook,6,166.49,USA,  Credit Card  ,customer28@mail.com,4,0.11,N
ORD1440,CUST195,13-Jul-2024,Home & Kitchen,,7,27.51,Australia,UPI,customer247@mail.com,good,0.21,No
ORD1346,CUST85,2023/04/26,Electronics,Yoga Mat,8,174.59,UK,COD,,1,0.23,0
ORD1254,CUST185,15-Apr-2024,ELECTRONICS,Gel Pen,3,22.27,UK,COD,customer283@mail.com,3,0.14,no
ORD1695,CUST72,04-30-2024,Home & Kitchen,Power Bank,4,16.69,N/A,upi,customer38@mail.com,8,,Yes
ORD1344,cust142,25/10/2024,electronics,  Laptop Stand  ,9,152.91,Australia,CREDIT CARD,CUSTOMER112@MAIL.COM,1,0.49,No
ORD1221,CUST183,2024/05/03,Electronics,Headphones,1,93.26,india,paypal,customer170@mail.com,3,0.21,No
ORD1235,CUST273,2024-11-21,Home & Kitchen,  Headphones  ,3,199.7,unknown,upi,customer235@mail.com,3,0.03,No
ORD1547,CUST74,21.07.2023,Beauty,Laptop Stand,9,138.68,N/A,paypal,customer153@mail.com,5,,Yes
ORD1499,CUST268,2023/04/16,Beauty,  Shampoo  ,10,157.13,UK,  UPI  ,,3,0.13,False
ORD1595,CUST46,04-21-2024,  Home & Kitchen  ,Power Bank,3,93.23,Australia,credit card,customer43@mail.com,,0.04,True
ORD1961,CUST145,03-Jul-2024,Home & Kitchen,Bluetooth Speaker,5,198.23,United States,  Debit Card  ,,1,36%,0
ORD1249,CUST9,31.03.2024,Sports,Face Cream,2,24.96,Australia,UPI,customer187@mail.com,4,1%,no
ORD1929,CUST250,27-Aug-2024,Clothing,USB-C Cable,9,,U.S.A,Debit Card,customer294@mail.com,3,,Yes
ORD1381,cust221,16/09/2023,Home & Kitchen,Denim Jacket,,Rs.184.7,india,,customer31@mail.com,2,36%,No
ORD1071,CUST160,2024/05/13,Sports,Face Cream,3,33.26, France,,customer232@mail.com,5,,False
ORD1094,CUST6,2024-07-20,electronics,,-1,43.35,Germany,    ,customer102@mail.com,1,33%,Yes
ORD1033,CUST222,07-20-2023,Home & Kitchen,Denim Jacket,8,10.91,Australia,Credit Card,customer32@mail.com,1,0.17,False
ORD1259,CUST14,09-Mar-2024,electronics,,6,7.44,Germany,Cash on Delivery,customer193@mail.com,good,42%,1
ORD1204,CUST246,29-Aug-2024,beauty ,Power Bank,9,,INDIA,upi,customer182@mail.com,3,,No
ORD1359,CUST167,01/07/2023,  electronics  ,Wireless Mouse,2,92720.0,U.S.A,upi,customer278@mail.com,1,0.19,No
ORD1601,CUST258,01-07-2024,beauty ,Face Cream,6,101.0,,Cash on Delivery,customer257@mail.com,1,0.09,Yes
ORD1398,CUST274,16-Aug-2024,Electronics,T-Shirt,2,,USA,CREDIT CARD,customer181@mail.com,1,0.38,No
ORD1077,CUST132,2024-07-20,beauty ,Shampoo,five,33.24,UK,,customer54@mail.com,3,7%,No
ORD1084,CUST296,2024-03-30,ELECTRONICS,wireless mouse,8,101.25,Germany,credit card,customer117@mail.com,2,0.23,Yes
ORD1319,CUST225,05-27-2024,ELECTRONICS,Face Cream,-5,21.78,U.S.A,upi,customer3@mail.com,2,0.11,Yes
ORD1082,CUST34,2023/02/26,Books,Shampoo,,84.86,U.S.A,,customer188@mail.com,8,0.43,No
ORD1773,CUST232,12/12/2023,Beauty,Bluetooth Speaker,3,153.52, France,  paypal  ,customer191@mail.com,good,22%,No
ORD1708,CUST213,2023-06-28,electronics,  wireless mouse  ,5,$22.32,germany,Cash on Delivery,customer245@mail.com,,0.33,No
ORD1538,CUST274,21-Aug-2023,  Beauty  ,Smart Watch ,five,83.46,  UK  ,upi,customer90@mail.com,2,13%,Yes
ORD1543,CUST194,06.02.2023,Electronics,Notebook,5,29.32,unknown,,customer131@mail.com,5,0.42,Yes
ORD1827,CUST17,2023-07-01,  beauty   ,Yoga Mat,,5.01,INDIA,Debit Card,customer209@mail.com,1,0.45,
ORD1428,CUST226,11/03/2023,Books,Bluetooth Speaker,5,111.69,Australia,,customer290@mail.com,,0.33,Yes
ORD1309,CUST137,2024-04-24,Electronics,  Bluetooth Speaker  ,2,181.07,  India  ,PayPal,customer47@mail.com,1,24%,True
ORD1003,CUST274,09.05.2023,Books,wireless mouse,9,81.51,USA,COD,customer107@mail.com,1,,Yes
ORD1790,CUST110,2023-09-20,Home and Kitchen,T-Shirt,10,158.09,INDIA,paypal,customer41@@mail.com,3,38%,No
ORD1104,CUST31,05/04/2023,Books,Shampoo,4,$142.6,unknown,CREDIT CARD,customer73@mail.com,2,,No
ORD1097,cust249,31/03/2023,  Electronics  ,Phone Case,6,27.4,Australia,upi,customer180@mail.com,4,18%,No
ORD1296,CUST100,2023/02/11,ELECTRONICS,Yoga Mat,9,22.55,USA,,customer1@mail.com,1,46%,yes
ORD1408,,13.02.2024,  electronics  ,,10,$180.83,USA,,customer58@mail.com,3,0.41,Yes
ORD1445,CUST11,2024/03/26,Books,Phone Case,2,-71.05,UK,paypal,customer189@mail.com,1,0.44,1
ORD1905,CUST233,2024/01/13,Home & Kitchen,Bluetooth Speaker,9,189.8,Germany,Debit Card,customer117@mail.com,,31%,Yes
ORD1281,CUST299,2024-01-06,beauty ,USB-C Cable,10,169.04,india,Cash on Delivery,customer75@mail.com,4,0.07,No
ORD1266,CUST178,11-May-2023,  clothing  ,USB-C Cable,6,91.65,,UPI,customer231@mail.com,,0.21,No
ORD1740,CUST173,02-21-2023,Books ,Bluetooth Speaker,6,,N/A,UPI,customer269@@mail.com,5,0.27,No
ORD1999,cust47,2023/09/22,  ELECTRONICS  ,  Bluetooth Speaker  ,9,30.4,United States,credit card,customer70@mail.com,5,0.46,Yes
ORD1534,CUST194,2024-05-08,beauty ,Gel Pen,10,106.36,india,Credit Card,customer165@mail.com,5,0.41,yes
ORD1432,,21/07/2024,Books ,Face Cream,6,172.53,  France  ,PayPal,customer265@mail.com,3,0.37,Yes
ORD1913,CUST194,10-13-2023,Sports,Shampoo,7,179.89,,Debit Card,customer284@mail.com,2,0.03,yes
ORD1656,CUST198,17.08.2023,Home & Kitchen,wireless mouse,10,103.41,U.S.A,UPI,customer226@mail.com,good,0.12,No
ORD1118,CUST208,11-18-2024,beauty ,Denim Jacket,4,,UK,Credit Card,customer203@mail.com,3,0.29,Y
ORD1405,CUST258,2023-10-31,Electronics,Phone Case,7,28.03,germany,credit card,customer230@mail.com,1,0.2,No
ORD1250,CUST47,14/03/2023,Beauty,Smart Watch ,6,$168.72,USA,PayPal,customer58@mail.com,good,44%,Y
ORD1377,CUST195,2024-01-06,Sports,  Power Bank  ,6,$185.45,USA,COD,customer209@mail.com,3,21%,Yes
ORD1615,CUST44,2023/05/31,Home & Kitchen,Laptop Stand,2,148.02,United Kingdom,  Debit Card  ,,,23%,Yes
ORD1009,CUST103,10-13-2024,Books , Running Shoes,2,146.34,U.S.A,Credit Card,customer75@mail.com,5,0.33,Yes
ORD1357,CUST82,2023/03/21,beauty ,Wireless Mouse,5,194.1,unknown,  Credit Card  ,,2,38%,Yes
ORD1173,CUST211,03/08/2024,Electronics,  Webcam HD  ,5,54.38,Australia,Cash on Delivery,customer173@mail.com,1,,No
ORD1631,CUST167,2023/07/06,Home and Kitchen,T-Shirt,3,38.33,,CREDIT CARD,,2,0.19,No
ORD1081,CUST270,11-Feb-2023,ELECTRONICS,Webcam HD,4,143.77,INDIA,credit card,customer90@mail.com,5,0.31,Y
ORD1526,,03-26-2024,clothing,Notebook,,119.63,india,upi,customer292@mail.com,5,0.41,No
ORD1832,CUST13,,  clothing  ,Gel Pen,8,147.7,UK,  UPI  ,customer104@mail.com,3,0.17,no
ORD1907,CUST243,09/09/2024,Home & Kitchen,  Headphones  ,1,97.48,INDIA,,CUSTOMER281@MAIL.COM,2,19%,Yes
ORD1239,,02.03.2023,Books,Gel Pen,10,,  unknown  ,Cash on Delivery,customer113@mail.com,5,44%,Yes
ORD1107,CUST276,02-22-2023,Home and Kitchen,  Smart Watch   ,5,157.01,USA,CREDIT CARD,customer231@mail.com,3,0.26,Yes
ORD1211,CUST246,21/09/2024,clothing,Power Bank,10,165.14,  France  ,  upi  ,customer173@mail.com,5,0.14,Yes
ORD1749,CUST261,2023/10/19,  Home and Kitchen  ,,4,34.67,INDIA,upi,customer281@mail.com,3,,No
ORD1505,CUST195,13-Apr-2024,Books ,Wireless Mouse,1,32.26,germany,NA,customer32@mail.com,2,0.09,Yes
ORD1497,CUST199,26.06.2024,Home and Kitchen,Denim Jacket,4,53.62,UK,Debit Card,customer105@mail.com,5,13%,1
ORD1227,,16.03.2024,clothing,Smart Watch ,,127.53, France,  PayPal  ,customer278@mail.com,3,45%,Y
ORD1893,CUST104,08-Aug-2024,  Books  ,Gel Pen,7,149.7,India,PayPal,customer164@mail.com,1,0.35,Yes
ORD1816,CUST151,29.10.2024,Home & Kitchen,  USB-C Cable  ,2,69.59,INDIA,  upi  ,customer122@mail.com,2,,Yes
ORD1830,CUST89,2024/11/27,clothing,Shampoo,8,22.8,Australia,,customer28@mail.com,1,0.08,no
ORD1177,,12.04.2023,clothing,Wireless Mouse,8,27.59,,credit card,customer119@mail.com,1,4%,0
ORD1976,CUST170,2024/05/29,electronics,Face Cream,4,102.85, France,  COD  ,customer281@mail.com,7,0.17,No
ORD1433,CUST291,02.08.2024,Clothing,  Smart Watch   ,5,59.56,india,Credit Card,customer158@mail.com,2,0.09,no
ORD1945,cust80,10-02-2023,Sports,Notebook,9,84.83,N/A,UPI,,3,,Yes
ORD1516,CUST200,22/03/2023,Home & Kitchen,Smart Watch ,3,70.28,Australia,NA,customer146@mail.com,1,0.2,No
ORD1350,CUST248,,  Home & Kitchen  ,Phone Case,5,191.98,INDIA,credit card,customer265@mail.com,3,0.16,Yes
ORD1518,CUST263,25/06/2023,Home and Kitchen,,7,27.28,U.S.A,upi,customer288@mail.com,1,0.35,no
ORD1007,CUST279,02.11.2023,clothing,Notebook,3,74.36,France,    ,customer100@mail.com,4,0.11,No
ORD1155,CUST244,24-Mar-2024,Home and Kitchen,T-Shirt,8,57.04,unknown,PayPal,customer162@mail.com,8,0.24,No
ORD1703,CUST125,2024-10-07,Home and Kitchen,Smart Watch ,10,59.99,Australia,CREDIT CARD,customer11@mail.com,4,0.02,No
ORD1496,CUST39,03-01-2024,Beauty,Bluetooth Speaker,2,$33.92,india,paypal,CUSTOMER71@MAIL.COM,5,,Yes
ORD1329,CUST227,01-23-2024,  Beauty  ,,2,47.34,india,UPI,customer284@mail.com,4,0.26,0
ORD1542,CUST42,2023-09-12,beauty ,Phone Case,9,55.03,Germany,COD,customer300@mail.com,1,,Yes
ORD1439,CUST241,14-May-2023,electronics,Bluetooth Speaker,9,82.23,N/A,credit card,customer239@mail.com,1,,Yes
ORD1811,cust221,2024-03-09,Home & Kitchen,T-Shirt,8,34.5,INDIA,  Debit Card  ,customer264@@mail.com,2,0.49,Yes
ORD1902,CUST41,09-25-2023,Electronics,USB-C Cable,9,70.19,germany,Credit Card,customer291@mail.com,5,0.23,1
ORD1370,CUST178,07-Jul-2023,ELECTRONICS,Gel Pen,10,31.11,U.S.A,Debit Card,customer131@mail.com,3,0.45,Yes
ORD1604,CUST240,25-Sep-2023,Books,Denim Jacket,8,158.23,INDIA,NA,customer27@mail.com,2,0.18,No
ORD1998,,18/09/2023,Books,Face Cream,10,88.94,india,CREDIT CARD,customer277@mail.com,2,0.37,no
ORD1593,CUST268,31.08.2023,Clothing,Headphones,10,124.68,UK,credit card,customer5@mail.com,1,17%,Yes
ORD1873,CUST68,04.10.2024,Beauty,  Webcam HD  ,7,7.9,United States,Debit Card,,3,0.11,
ORD1554,CUST174,2024-11-14,clothing,Smart Watch ,1,124.54,UK,NA,customer279@mail.com,1,0.45,No
ORD1755,,26.05.2024,beauty ,Notebook,9,195.14,Australia,PayPal,customer289@mail.com,2,,No
ORD1739,CUST211,04.02.2024,  Sports  ,  Webcam HD  ,6,140.62,INDIA,  Credit Card  ,customer12@@mail.com,6,0.12,Yes
ORD1532,CUST8,2023-04-11,Books,Power Bank,6,169.44,India,COD,customer49@mail.com,3,0.16,Yes
ORD1868,CUST6,16-Jul-2023,Books,Webcam HD,5,28.7,  United States  ,PayPal,customer21@mail.com,1,0.07,yes
ORD1228,CUST110,10-Nov-2023,Books ,Power Bank,7,132.65, France,,,3,,False
ORD1390,CUST150,09-27-2024,Home and Kitchen,Denim Jacket,4,199.31,unknown,COD,customer241@mail.com,1,0.21,No
ORD1761,CUST33,2023-05-04,Books ,,5,72.26,N/A,upi,customer236@mail.com,5,17%,Yes
ORD1212,CUST24,10-Aug-2024,Home and Kitchen,Wireless Mouse,9999,-156.53,  Germany  ,credit card,customer132@mail.com,,0.18,Y
ORD1079,CUST188,28/02/2023,ELECTRONICS,Face Cream,5,86.56,India,UPI,customer134@mail.com,3,0.24,True
ORD1148,CUST26,05.04.2023,ELECTRONICS,Shampoo,8,31.31,germany,Credit Card,customer85@mail.com,5,37%,Yes
ORD1302,CUST38,2024/01/27,  Electronics  ,Denim Jacket,5,54.64,india,Debit Card,customer174@mail.com,,0.17,No
ORD1448,CUST145,29-Jun-2024,beauty ,,9,98.85, France,credit card,customer146@mail.com,10,0.29,True
ORD1361,CUST228,08.07.2023,Clothing,  Laptop Stand  ,1,181.32,France,  UPI  ,customer258@mail.com,5,30%,Yes
ORD1531,CUST289,19.01.2024,electronics,Shampoo,9999,174.65,United States,PayPal,customer205@mail.com,4,0.1,No
ORD1529,CUST116,20/03/2024,electronics,Notebook,5,23.52,United States,UPI,CUSTOMER296@MAIL.COM,5,0.11,No
ORD1043,CUST243,03-Jan-2024,beauty ,Notebook,1,free,France,NA,customer194@mail.com,2,4%,Yes
ORD1900,CUST225,2023-11-27,Home and Kitchen,  Bluetooth Speaker  ,2,35.24,INDIA,Credit Card,CUSTOMER103@MAIL.COM,,0.4,N
ORD1133,CUST229,04.05.2024,ELECTRONICS,Wireless Mouse,6,100.31,   France  ,PayPal,CUSTOMER103@MAIL.COM,8,11%,No
ORD1575,CUST23,13/11/2024,  electronics  ,Denim Jacket,6,96.11,Australia,,customer178@mail.com,4,0.04,No
ORD1311,CUST156,11-Dec-2023,Clothing,Phone Case,0,71.07,United Kingdom,Cash on Delivery,customer55@mail.com,1,0.43,False
ORD1634,CUST108,2024-11-21,Beauty,Face Cream,3,61.24,USA,Debit Card,customer85@mail.com,5,,No
ORD1567,CUST229,06/09/2024,Sports,Shampoo,2,52.32,UK,paypal,customer155@mail.com,2,0.23,Y
ORD1435,CUST114,2023/08/15,Clothing,Face Cream,7,$169.25,U.S.A,UPI,customer104@mail.com,5,0.21,No
ORD1000,CUST78,2024-07-02,  beauty   ,Power Bank,0,Rs.89.56,INDIA,PayPal,customer115@mail.com,5,0.29,Yes
ORD1477,CUST31,2024/07/19,Clothing,USB-C Cable,3,43.69,France,CREDIT CARD,,5,0.14,Yes
ORD1316,CUST143,2023/05/26,Clothing,Shampoo,3,45.33,Australia,credit card,customer45@mail.com,1,0.26,No
ORD1991,CUST116,2023-10-26,beauty ,T-Shirt,0,157.72,USA,credit card,customer121@mail.com,3,0.44,No
ORD1572,CUST78,2023-08-03,Clothing,Webcam HD,1,76.63,germany,UPI,customer125@mail.com,1,0.01,Yes
ORD1380,CUST34,2024-04-28,Clothing,Smart Watch ,5,127.5,UK,PayPal,,1,31%,False
ORD1834,CUST176,24.08.2024,Beauty,,6,$178.96,,CREDIT CARD,customer45@mail.com,2,0.1,No
ORD1974,CUST66,,  Sports  ,Wireless Mouse,1,131.67, France,NA,customer252@mail.com,1,0.44,1
ORD1954,CUST24,29-Mar-2023,Clothing, Running Shoes,10,163.42,,PayPal,customer6@mail.com,4,0.49,Yes
ORD1172,CUST173,14/04/2024,Books,Gel Pen,7,186.62,INDIA,,customer7@mail.com,4,0.49,0
ORD1125,,20/03/2024,Home and Kitchen,Smart Watch ,8,47.24,United States,COD,customer70@mail.com,3,0%,Yes
ORD1667,CUST176,25.07.2024,electronics,Denim Jacket,7,24.41,Australia,paypal,customer244@mail.com,5,0.17,No
ORD1589,CUST159,31.01.2024,Home & Kitchen,Wireless Mouse,-3,140.04,unknown,Cash on Delivery,customer12@@mail.com,,0.11,Yes
ORD1836,CUST276,08-08-2024,Books ,Laptop Stand,1,17.73,U.S.A,Debit Card,customer250@mail.com,1,15%,No
ORD1941,CUST212,2023/12/17,Books ,Power Bank,10,$53.17,Germany,    ,customer179@mail.com,4,6%,No
ORD1090,CUST66,2024/02/25,Sports,Laptop Stand,5,175.19,Australia,  COD  ,customer181@mail.com,5,0.32,0
ORD1980,CUST54,02-17-2023,Beauty,,5,88.51,India,upi,CUSTOMER13@MAIL.COM,4,0.02,No
ORD1181,CUST252,10/08/2023,Beauty,Smart Watch ,6,11.19,N/A,,customer123@mail.com,1,16%,No
ORD1363,CUST119,31.01.2024,ELECTRONICS,wireless mouse,10,156.97,,,customer265@mail.com,4,33%,Yes
ORD1274,CUST227,07-30-2023,Books ,Power Bank,7,free, France,,customer147@mail.com,good,0.07,Y
ORD1933,CUST145,09-Apr-2024,ELECTRONICS,T-Shirt,10,132.61,India,Credit Card,customer90@@mail.com,5,0.11,Yes
ORD1069,CUST216,invalid_date,Sports,Laptop Stand,7,free,,Debit Card,customer5@mail.com,1,0.43,No
ORD1291,CUST157,01-May-2023,beauty ,Phone Case,4,190.63,  France  ,UPI,customer23@mail.com,,,No
ORD1131,CUST202,06.11.2024,beauty ,Headphones,5,56.14, France,  PayPal  ,customer34@mail.com,5,,yes
ORD1300,CUST238,10-Apr-2023,Books,Notebook,8,174.22, France,,customer298@mail.com,3,,No
ORD1605,CUST78,01-Apr-2024,Home & Kitchen,,,110110.0,Australia,paypal,customer207@mail.com,8,0.27,False
ORD1068,CUST6,06-29-2023,electronics,USB-C Cable,4,114.64,India,CREDIT CARD,customer265@mail.com,6,41%,No
ORD1144,CUST181,06-17-2023,Home & Kitchen,Wireless Mouse,8,64.16,USA,Debit Card,customer61@mail.com,2,34%,Y
ORD1675,CUST152,01/02/2023,Books,T-Shirt,10,194.24,  United Kingdom  ,,customer294@mail.com,good,18%,No
ORD1662,CUST62,11-12-2023,  Home & Kitchen  ,Laptop Stand,five,22.41,France,credit card,customer226@mail.com,7,0.07,Yes
ORD1704,CUST19,04/06/2024,Sports,Gel Pen,8,102.33,india,PayPal,customer210@mail.com,1,12%,yes
ORD1135,CUST67,08-17-2024,electronics,Bluetooth Speaker,7,81.69,India,credit card,customer224@mail.com,4,4%,No
ORD1451,CUST249,10-03-2024,beauty ,Bluetooth Speaker,6,99.07,United Kingdom,UPI,customer119@mail.com,3,41%,No
ORD1164,CUST99,15-Jun-2024,ELECTRONICS,  Yoga Mat  ,1,26.67,  Australia  ,  Credit Card  ,,1,0.02,Yes
ORD1028,CUST12,2024/04/29,beauty ,Face Cream,4,157.71,U.S.A,PayPal,customer235@mail.com,,0.0,False
ORD1587,CUST145,2024/04/21,Beauty, Running Shoes,4,85.94,,Credit Card,customer248@mail.com,,0.29,Yes
ORD1193,CUST44,2023-02-22,ELECTRONICS,Notebook,,,N/A,  CREDIT CARD  ,customer174@mail.com,2,0.28,1
ORD1429,cust193,2023/11/05,Beauty,Webcam HD,7,188.54,N/A,Debit Card,customer158@mail.com,3,0.18,No
ORD1666,CUST229,11-Jun-2024,ELECTRONICS,Headphones,10,69.18,,UPI,CUSTOMER242@MAIL.COM,5,47%,N
ORD1833,CUST202,invalid_date,  Home & Kitchen  ,Laptop Stand,8,140.23,India,NA,customer15@mail.com,,50%,No
ORD1169,CUST57,06-16-2024,Clothing,USB-C Cable,9999,58.43,germany,  CREDIT CARD  ,customer99@mail.com,6,43%,Yes
ORD1075,CUST58,2024/01/25,clothing,Notebook,9,55.42,N/A,,customer218@mail.com,5,0.01,Yes
ORD1140,CUST109,2023/07/31,electronics,wireless mouse,5,142.71,N/A,CREDIT CARD,customer82@mail.com,3,0.44,Yes
ORD1173,CUST86,05/02/2024,electronics,Power Bank,10,193.04,U.S.A,,,,,No
ORD1006,CUST275,2023-01-27,ELECTRONICS,Smart Watch ,10,76010.0,,COD,customer176@mail.com,4,0.08,True
ORD1670,CUST262,2023-11-20,clothing,Notebook,9,22.98,U.S.A,paypal,customer80@mail.com,5,0.16,No
ORD1519,CUST180,06.03.2023,Sports,  T-Shirt  ,4,107.36,Australia,Cash on Delivery,customer246@mail.com,1,0.49,No
ORD1679,cust286,12/11/2024,clothing,Headphones,6,35.88,UK,Credit Card,customer263@mail.com,8,0.29,Yes
ORD1073,CUST281,2023/12/22,  Home and Kitchen  ,  Power Bank  ,4,Rs.65.35,Australia,COD,customer5@mail.com,4,0.27,Yes
ORD1714,CUST180,03-31-2023,  clothing  ,Power Bank,9,187.03,germany,Debit Card,customer62@mail.com,5,0.04,Yes
ORD1881,CUST89,19-Feb-2024,ELECTRONICS, Running Shoes,,156.04,United States,upi,customer253@mail.com,1,0.48,No
ORD1227,CUST118,2024/04/09,Home & Kitchen,T-Shirt,3,Rs.70.63,INDIA,Credit Card,customer150@mail.com,3,0.45,No
ORD1145,CUST102,11/05/2023,  Clothing  ,USB-C Cable,-1,100.24,  UK  ,,customer136@mail.com,4,,No
ORD1825,CUST122,15-Oct-2024,ELECTRONICS,Shampoo,1,176.11,India,COD,customer233@mail.com,4,30%,Yes
ORD1234,CUST222,2023/12/23,electronics,Notebook,2,77.5,UK,Debit Card,customer287@mail.com,3,0.31,Yes
ORD1220,CUST188,01-14-2024,ELECTRONICS,Laptop Stand,,160390.0,germany,PayPal,customer238@mail.com,1,0.12,Yes
ORD1214,CUST193,2024-06-02,  electronics  ,  wireless mouse  ,10,96.46,germany,upi,customer62@mail.com,5,10%,no
ORD1689,cust3,2024/03/28,Beauty,Webcam HD,2,134.55,United States,,customer76@mail.com,1,30%,Yes
ORD1132,CUST123,08-Nov-2024,Books,wireless mouse,6,167.26,USA,Cash on Delivery,customer183@mail.com,5,0.23,1
ORD1374,CUST103,03/08/2024,Books ,USB-C Cable,-1,24.42,INDIA,paypal,CUSTOMER168@MAIL.COM,2,0%,No
ORD1457,CUST280,06-24-2024,Home and Kitchen,Phone Case,3,166.36,United Kingdom,  Credit Card  ,customer293@mail.com,1,0.45,No
ORD1685,CUST169,2023/03/21,Beauty,Webcam HD,0,110.81,unknown,NA,customer210@mail.com,3,0.06,Yes
ORD1422,CUST239,12.01.2024,beauty ,Face Cream,6,,Australia,upi,customer115@mail.com,5,,No
ORD1185,CUST206,08-27-2023,Books,  Shampoo  ,3,199.55,Germany,credit card,,4,0.32,No
ORD1041,CUST23,2023/02/24,Books ,,3,129.86,Australia,paypal,customer112@mail.com,10,22%,no
ORD1638,CUST114,29-Jul-2024,Home & Kitchen,Power Bank,9,46.66,INDIA,NA,customer271@mail.com,5,,No
ORD1108,CUST111,06-11-2023,ELECTRONICS,Headphones,8,129.17,india,COD,customer17@mail.com,5,0.14,No
ORD1616,CUST144,26/11/2023,Home & Kitchen,Face Cream,10,113.45, France,Credit Card,customer173@mail.com,5,0.31,No
ORD1056,CUST225,25/08/2023,Books ,Headphones,5,63.79,U.S.A,,customer268@mail.com,2,,No
ORD1449,CUST12,2024/11/26,clothing,Laptop Stand,6,181.0,unknown,credit card,customer211@mail.com,3,0.39,No
ORD1736,CUST108,21/03/2024,  Sports  ,Notebook,4,125.97,United Kingdom,upi,customer295@mail.com,1,,Yes
ORD1589,CUST159,31.01.2024,Home & Kitchen,Wireless Mouse,-3,140.04,unknown,Cash on Delivery,customer12@@mail.com,,0.11,Yes
ORD1871,CUST37,02-Aug-2024,Beauty,Face Cream,6,90.51,India,Cash on Delivery,customer144@mail.com,1,,Yes
ORD1435,CUST166,06-19-2024,ELECTRONICS,Shampoo,5,51.27,India,Cash on Delivery,customer133@mail.com,4,1%,N
ORD1024,CUST101,10-24-2023,Sports,  Bluetooth Speaker  ,7,152.35,  Germany  ,  credit card  ,,2,17%,No
ORD1745,CUST228,05/04/2023,Sports,Headphones,10,179.08,USA,paypal,customer144@mail.com,2,0.08,Yes
ORD1494,CUST69,2024-06-19,Books ,  wireless mouse  ,5,97.34,INDIA,Cash on Delivery,customer74@mail.com,2,26%,No
ORD1828,CUST28,21/12/2023,Home and Kitchen,Face Cream,10,6.9,  France  ,COD,customer117@mail.com,4,0.46,Yes
ORD1983,CUST44,27.03.2023,Electronics,Wireless Mouse,8,113.69,,credit card,customer75@mail.com,4,0.03,True
